Potency Qualifier	Potency vs Parasite (uMol)	Ion Regulation Activity	Ion Regulation Test Set	Smiles	InChI	IChI Key	Origin	ID: OSM Code	ID: MMV	ID: Internal OSM	ID: PubChem	ID: Chembl	ID: Commercial	ID: Other	Single Shot Inhibition %	Alternative EC50 from Chembl (uM)
	0.161	0	M	CC(C)(C)c1ccc(O)c(CNC2CCCCC2)c1	InChI=1S/C17H27NO/c1-17(2,3)14-9-10-16(19)13(11-14)12-18-15-7-5-4-6-8-15/h9-11,15,18-19H,4-8,12H2,1-3H3	JTVHIQJYLQMKRA-UHFFFAOYSA-N	Mbox		MMV665785			GNF-Pf-5310;TCMDC-125856				0.2505;0.264160315
	0.1656666667	0	A	O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C(OC)C=C3)C(C)=C2)NC1=N\C4=CC=CC=C4	InChI=1S/C23H21N3O2S/c1-15-13-17(16(2)26(15)19-9-11-20(28-3)12-10-19)14-21-22(27)25-23(29-21)24-18-7-5-4-6-8-18/h4-14H,1-3H3,(H,24,25,27)/b21-14-	KXIVXNPEYYNDHE-STZFKDTASA-N	OSM S1	OSM-S-111		MNR84						
	0.168	0	M	COc1ccc(C=C2SC(=N)N(C2=O)c3ccccc3OC)cc1	InChI=1S/C18H16N2O3S/c1-22-13-9-7-12(8-10-13)11-16-17(21)20(18(19)24-16)14-5-3-4-6-15(14)23-2/h3-11,19H,1-2H3	YBPABXGFEMOUTB-UHFFFAOYSA-N	Mbox		MMV666691			GNF-Pf-5225;TCMDC-124486;GNF-Pf-2631				0.1632;0.299683936;0.35
	0.169			O=C(N=C(S/1)N(C2=CC=CC=C2)C(C)=O)C1=C\C3=C(C)N(C4=CC=C(C)C=C4)C(C)=C3	InChI=1S/C25H23N3O2S/c1-16-10-12-22(13-11-16)27-17(2)14-20(18(27)3)15-23-24(30)26-25(31-23)28(19(4)29)21-8-6-5-7-9-21/h5-15H,1-4H3/b23-15-	RZFIAJJLMRMIBB-HAHDFKILSA-N	OSM S1	OSM-S-50		ZYH17; AEW79	57515649					
	0.17	0	M	COc1ccc(c(OC)c1)n2ccnc2SCC(=O)Nc3cc(C)ccc3C	InChI=1S/C21H23N3O3S/c1-14-5-6-15(2)17(11-14)23-20(25)13-28-21-22-9-10-24(21)18-8-7-16(26-3)12-19(18)27-4/h5-12H,13H2,1-4H3,(H,23,25)	JAKRPPRRAOYEHH-UHFFFAOYSA-N	Mbox		MMV019258			TCMDC-123824				0.204821785
	0.1734			c1ncc2n(c1Oc1ccc3c(c1)cc(cc3F)F)c(nn2)c1ccc(cc1)OC(F)F	InChI=1S/C22H12F4N4O2/c23-14-7-13-8-16(5-6-17(13)18(24)9-14)31-20-11-27-10-19-28-29-21(30(19)20)12-1-3-15(4-2-12)32-22(25)26/h1-11,22H	DTSQOCXVVNBKAJ-UHFFFAOYSA-N	OSM S4		MMV672941							
	0.1765	0	M	COc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(OC)cc6)ccc3[nH]2	InChI=1S/C29H24N4O2/c1-34-22-9-5-20(6-10-22)28-30-24-13-3-18(16-26(24)32-28)15-19-4-14-25-27(17-19)33-29(31-25)21-7-11-23(35-2)12-8-21/h3-14,16-17H,15H2,1-2H3,(H,30,32)(H,31,33)	UAHNYHPLYYIAEP-UHFFFAOYSA-N	Mbox		MMV007384			GNF-Pf-812				0.2335
	0.179	0	M	COc1ccc(cc1N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccc(C)cc5)c6ccc(C)cc6)c7ccccc7)c8ccccc8)C(=O)C	InChI=1S/C44H35NO5/c1-26-15-19-29(20-16-26)36-37(30-21-17-27(2)18-22-30)44(33-13-9-6-10-14-33)39-38(43(36,42(44)49)32-11-7-5-8-12-32)40(47)45(41(39)48)34-25-31(28(3)46)23-24-35(34)50-4/h5-25,38-39H,1-4H3	VMGRDSCIXPOFON-UHFFFAOYSA-N	Mbox		MMV007695			GNF-Pf-3159				2.464
	0.18	0	M	COc1ccc(Br)cc1C2Nc3ccc4ccccc4c3C5=C2C(=O)CC(C5)c6ccccc6	InChI=1S/C30H24BrNO2/c1-34-27-14-12-21(31)17-23(27)30-29-24(15-20(16-26(29)33)18-7-3-2-4-8-18)28-22-10-6-5-9-19(22)11-13-25(28)32-30/h2-14,17,20,30,32H,15-16H2,1H3	DBMWJGNXJQSAFH-UHFFFAOYSA-N	Mbox		MMV020885			TCMDC-125675				0.589584755
	0.184	1	Lit	O=C(NC1=CC=C(F)C=C1F)NC2=C(C3=CC=C(Br)C=C3)C(C(F)(F)F)=NN2C	InChI=1S/C18H12BrF5N4O/c1-28-16(26-17(29)25-13-7-6-11(20)8-12(13)21)14(15(27-28)18(22,23)24)9-2-4-10(19)5-3-9/h2-8H,1H3,(H2,25,26,29)	YDMCNKUCKHWGIM-UHFFFAOYSA-N	Winzeler							GNF-Pf4492		
	0.1925			FC1=CC=C(N2C(C)=CC(/C=C3S/C(NC\3=O)=N\C4=CC=CC=C4)=C2C)C=C1	InChI=1S/C22H18FN3OS/c1-14-12-16(15(2)26(14)19-10-8-17(23)9-11-19)13-20-21(27)25-22(28-20)24-18-6-4-3-5-7-18/h3-13H,1-2H3,(H,24,25,27)/b20-13-	IMCPBTMVWRMBHR-MOSHPQCFSA-N	OSM S1	OSM-S-10	MMV689017	PMY14-3-A; AEW80	1228983					
	0.194	0	M	CCc1ccc(Nc2cc(C)c3ccc(O)cc3n2)cc1	InChI=1S/C18H18N2O/c1-3-13-4-6-14(7-5-13)19-18-10-12(2)16-9-8-15(21)11-17(16)20-18/h4-11,21H,3H2,1-2H3,(H,19,20)	TXAHZBLJKKTYRX-UHFFFAOYSA-N	Mbox		MMV000570			SJ000077572				0.7325
	0.196	0	M	CCCN(CCC)CC(O)COc1ccccc1C(=O)Nc2ccccc2	InChI=1S/C22H30N2O3/c1-3-14-24(15-4-2)16-19(25)17-27-21-13-9-8-12-20(21)22(26)23-18-10-6-5-7-11-18/h5-13,19,25H,3-4,14-17H2,1-2H3,(H,23,26)	WUHHKFJFGLSSEG-UHFFFAOYSA-N	Mbox		MMV006455			GNF-Pf-5523;TCMDC-125708				0.365;0.799450273
	0.205	0	M	CCOC(=O)c1c(NC(=O)c2ccccc2)sc3c(O)c(CN(CC)CC)ccc13	InChI=1S/C23H26N2O4S/c1-4-25(5-2)14-16-12-13-17-18(23(28)29-6-3)22(30-20(17)19(16)26)24-21(27)15-10-8-7-9-11-15/h7-13,26H,4-6,14H2,1-3H3,(H,24,27)	NJNKZMOPGWSRLN-UHFFFAOYSA-N	Mbox		MMV665831			GNF-Pf-5629;TCMDC-124066				0.2674;0.969096065
	0.205	0	M	CCOC(=O)C1=CN(CC)c2cc(N(C)CCc3ccc(OC)c(OC)c3)c(F)cc2C1=O	InChI=1S/C25H29FN2O5/c1-6-28-15-18(25(30)33-7-2)24(29)17-13-19(26)21(14-20(17)28)27(3)11-10-16-8-9-22(31-4)23(12-16)32-5/h8-9,12-15H,6-7,10-11H2,1-5H3	MHYOLZRPLFWQHQ-UHFFFAOYSA-N	Mbox		MMV665977			GNF-Pf-5607;TCMDC-124159				0.1031;0.425090935
	0.206	0	M	CSc1ccccc1C(=O)Nc2nc(cs2)c3ccccn3	InChI=1S/C16H13N3OS2/c1-21-14-8-3-2-6-11(14)15(20)19-16-18-13(10-22-16)12-7-4-5-9-17-12/h2-10H,1H3,(H,18,19,20)	ZJARZYJNVSBADE-UHFFFAOYSA-N	Mbox		MMV001246			SJ000262313				6.8236
	0.207			FC1=C(F)C=CC(C(OC)COC2=CN=CC3=NN=C(C4=CC=C(C#N)C=C4)N32)=C1	InChI=1S/C21H15F2N5O2/c1-29-18(15-6-7-16(22)17(23)8-15)12-30-20-11-25-10-19-26-27-21(28(19)20)14-4-2-13(9-24)3-5-14/h2-8,10-11,18H,12H2,1H3	PERKBMZWWUEZNJ-UHFFFAOYSA-N	OSM S4	OSM-S-208							102	
	0.211	1	A	c1ncc2n(c1C(Nc1cccc(c1)Cl)=O)c(nn2)c1ccc(cc1)OC(F)F	InChI=1S/C19H12ClF2N5O2/c20-12-2-1-3-13(8-12)24-18(28)15-9-23-10-16-25-26-17(27(15)16)11-4-6-14(7-5-11)29-19(21)22/h1-10,19H,(H,24,28)	AJGOFYWOTIIYLR-UHFFFAOYSA-N	OSM S4	OSM-S-202	MMV669542	TM14					100	
	0.212	0	M	n1(n2)c(nc(C)cc1Nc(cc3)ccc3Cl)nc2C(F)(F)F	InChI=1S/C13H9ClF3N5/c1-7-6-10(19-9-4-2-8(14)3-5-9)22-12(18-7)20-11(21-22)13(15,16)17/h2-6,19H,1H3	CMTZXCREJMUZHB-UHFFFAOYSA-N	Mbox		MMV011256			TCMDC-123826				0.117179638
	0.2155	0	M	CCOC(=O)c1c(C)n(c2ccc(Cl)cc2)c3ccc(OC(=O)C=Cc4ccccc4)cc13	InChI=1S/C27H22ClNO4/c1-3-32-27(31)26-18(2)29(21-12-10-20(28)11-13-21)24-15-14-22(17-23(24)26)33-25(30)16-9-19-7-5-4-6-8-19/h4-17H,3H2,1-2H3	VNJSYWPAPLJIMK-UHFFFAOYSA-N	Mbox		MMV666600			TCMDC-125715				0.698208573
	0.218	0	M	c1(cc(c2ccccc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4	InChI=1S/C21H14ClF3N4OS/c22-15-7-6-14(21(23,24)25)10-17(15)27-19(30)12-31-20-18-11-16(13-4-2-1-3-5-13)28-29(18)9-8-26-20/h1-11H,12H2,(H,27,30)	VJESMEKAFRORJB-UHFFFAOYSA-N	Mbox		MMV396678			NA				NA
	0.232	0	M	CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc3ccc(OC)c(OC)c3	InChI=1S/C22H24N2O4/c1-6-28-22(25)17-12-23-20-14(3)9-13(2)10-16(20)21(17)24-15-7-8-18(26-4)19(11-15)27-5/h7-12H,6H2,1-5H3,(H,23,24)	MSGARPVVCYTSLR-UHFFFAOYSA-N	Mbox		MMV008294			GNF-Pf-4341				1.779
	0.235	0	M	CN(C)CCCNc1c2ccccc2nc3ccccc13	InChI=1S/C18H21N3/c1-21(2)13-7-12-19-18-14-8-3-5-10-16(14)20-17-11-6-4-9-15(17)18/h3-6,8-11H,7,12-13H2,1-2H3,(H,19,20)	VJGUBCUGFXDMEX-UHFFFAOYSA-N	Mbox		MMV000448			GNF-Pf-2110;TCMDC-124266;SJ000044378				0.0327;1.044834235;0.5312
	0.237	0	M	CCCCCC(=O)N1C(C2=C(O)CC(CC2=Nc3ccccc13)c4ccc(OC)c(OC)c4)c5ccc(cc5)C(F)(F)F	InChI=1S/C34H35F3N2O4/c1-4-5-6-11-31(41)39-27-10-8-7-9-25(27)38-26-18-23(22-14-17-29(42-2)30(20-22)43-3)19-28(40)32(26)33(39)21-12-15-24(16-13-21)34(35,36)37/h7-10,12-17,20,23,33,40H,4-6,11,18-19H2,1-3H3	NNTIUAYUQKWPSI-UHFFFAOYSA-N	Mbox		MMV085583			GNF-Pf-5533				0.1072
	0.242	0	M	n1(ncn2)c2nc(C)cc1Nc(ccc(cccc3)c34)c4	InChI=1S/C16H13N5/c1-11-8-15(21-16(19-11)17-10-18-21)20-14-7-6-12-4-2-3-5-13(12)9-14/h2-10,20H,1H3	WPVMVODGPNYYEV-UHFFFAOYSA-N	Mbox		MMV011099			TCMDC-125840				0.172667308
	0.2425	0	M	CCCC1=C(CC)C(=N)c2ccccc2N1C	InChI=1S/C15H20N2/c1-4-8-13-11(5-2)15(16)12-9-6-7-10-14(12)17(13)3/h6-7,9-10,16H,4-5,8H2,1-3H3	JAPBALWUJAIERZ-UHFFFAOYSA-N	Mbox		MMV008416			GNF-Pf-3651				0.762
	0.25			c1ncc2n(c1C(NCc1cc(ccc1)Cl)=O)c(nn2)c1ccc(cc1)OC(F)F	InChI=1S/C20H14ClF2N5O2/c21-14-3-1-2-12(8-14)9-25-19(29)16-10-24-11-17-26-27-18(28(16)17)13-4-6-15(7-5-13)30-20(22)23/h1-8,10-11,20H,9H2,(H,25,29)	YTUMNGGXAMTEHR-UHFFFAOYSA-N	OSM S4	OSM-S-176	MMV668958							
	0.251	0	M	C1CN(CCO1)c2ccc(Nc3ccnc4cc5ccccc5cc34)cc2	InChI=1S/C23H21N3O/c1-2-4-18-16-23-21(15-17(18)3-1)22(9-10-24-23)25-19-5-7-20(8-6-19)26-11-13-27-14-12-26/h1-10,15-16H,11-14H2,(H,24,25)	BFLBDFBTHQVGNL-UHFFFAOYSA-N	Mbox		MMV006861			GNF-Pf-5288				0.672
	0.251	1	C	FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32	InChI=1S/C20H16F2N4O2/c21-20(22)28-16-8-6-15(7-9-16)19-25-24-17-12-23-13-18(26(17)19)27-11-10-14-4-2-1-3-5-14/h1-9,12-13,20H,10-11H2	AVBCIJLYABLIRW-UHFFFAOYSA-N	OSM S4	OSM-S-369	MMV897698	EGT 92-1						
	0.255	0	M	CN(C)c1ccc(cc1)C(O)(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C	InChI=1S/C25H31N3O/c1-26(2)22-13-7-19(8-14-22)25(29,20-9-15-23(16-10-20)27(3)4)21-11-17-24(18-12-21)28(5)6/h7-18,29H,1-6H3	QFVDKARCPMTZCS-UHFFFAOYSA-N	Mbox		MMV665941			SJ000140980				0.6195
	0.2583333333			CCOC(C1=CC=C(N2C(C)=CC(/C=C(C(N/3)=O)\SC3=N/C4=CC=CC=C4)=C2C)C=C1)=O	InChI=1S/C25H23N3O3S/c1-4-31-24(30)18-10-12-21(13-11-18)28-16(2)14-19(17(28)3)15-22-23(29)27-25(32-22)26-20-8-6-5-7-9-20/h5-15H,4H2,1-3H3,(H,26,27,29)/b22-15-	RDXBLRRUYBTFEI-JCMHNJIXSA-N	OSM S1	OSM-S-48		ZYH15	1914356					
	0.259	0	M	CCC(c1ccccc1)c2nn3c(nnc3s2)c4cccs4	InChI=1S/C16H14N4S2/c1-2-12(11-7-4-3-5-8-11)15-19-20-14(13-9-6-10-21-13)17-18-16(20)22-15/h3-10,12H,2H2,1H3	ODFXNYIMNBBYHF-UHFFFAOYSA-N	Mbox		MMV665876			TCMDC-123825				0.166673378
	0.259			ClC1=CC=CC(C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32)=C1Cl	InChI=1S/C19H14Cl2N4O/c20-15-8-4-7-14(18(15)21)19-24-23-16-11-22-12-17(25(16)19)26-10-9-13-5-2-1-3-6-13/h1-8,11-12H,9-10H2	NMFGGQYGCNANQR-UHFFFAOYSA-N	OSM S4	OSM-S-351		AEW 292-1						
	0.262			O=C(/C(S/1)=C/C2=C(C)N(C3=CC=C([N+]([O-])=O)C=C3)C(C)=C2)NC1=N\C4=CC=CC=C4	InChI=1S/C22H18N4O3S/c1-14-12-16(15(2)25(14)18-8-10-19(11-9-18)26(28)29)13-20-21(27)24-22(30-20)23-17-6-4-3-5-7-17/h3-13H,1-2H3,(H,23,24,27)/b20-13-	CHHZBZWZMLCOEW-MOSHPQCFSA-N	OSM S1	OSM-S-109		MNR82						
	0.2627			c1ncc2n(c1Oc1ccc(cc1)S(F)(F)(F)(F)F)c(nn2)c1ccc(cc1)OC(F)F	InChI=1S/C18H11F7N4O2S/c19-18(20)31-13-3-1-11(2-4-13)17-28-27-15-9-26-10-16(29(15)17)30-12-5-7-14(8-6-12)32(21,22,23,24)25/h1-10,18H	JRUPFXIUMYRPCH-UHFFFAOYSA-N	OSM S4		MMV671680							
	0.263	0	M	Cc1cc(C=C2SC(=Nc3ccccc3)N(C4CCCC4)C2=O)c(C)n1c5ccc(Cl)cc5	InChI=1S/C27H26ClN3OS/c1-18-16-20(19(2)30(18)24-14-12-21(28)13-15-24)17-25-26(32)31(23-10-6-7-11-23)27(33-25)29-22-8-4-3-5-9-22/h3-5,8-9,12-17,23H,6-7,10-11H2,1-2H3	DHRLFEJASBKCIX-UHFFFAOYSA-N	Mbox		MMV666688			TCMDC-125698				0.876429412
	0.268	0	M	Cc1cc(C)c2CN(Cc3ccccc3Cl)COc2c1	InChI=1S/C17H18ClNO/c1-12-7-13(2)15-10-19(11-20-17(15)8-12)9-14-5-3-4-6-16(14)18/h3-8H,9-11H2,1-2H3	ZYENOBGPADGVLM-UHFFFAOYSA-N	Mbox		MMV006558			GNF-Pf-4806				0.1918
	0.274	0	M	CC1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1	InChI=1S/C25H26N4O/c1-17-10-13-29(14-11-17)16-18-4-8-21(9-5-18)27-25(30)22-15-20-7-6-19-3-2-12-26-23(19)24(20)28-22/h2-9,12,15,17,28H,10-11,13-14,16H2,1H3,(H,27,30)	ILMGWMKPCOEJRH-UHFFFAOYSA-N	Mbox		MMV020549			TCMDC-125282				0.778651716
	0.2766666667			CC(N1C2=CC=C(C(F)(F)F)C=C2)=C(/C=C(C(N/3C4CCCC4)=O)\SC3=N/C5=CC=CC=C5)C=C1C	InChI=1S/C28H26F3N3OS/c1-18-16-20(19(2)33(18)24-14-12-21(13-15-24)28(29,30)31)17-25-26(35)34(23-10-6-7-11-23)27(36-25)32-22-8-4-3-5-9-22/h3-5,8-9,12-17,23H,6-7,10-11H2,1-2H3/b25-17-,32-27-	BDDWBUPMEFMPPN-BUWRXKIYSA-N	OSM S1	OSM-S-54		ZYH22						
	0.277	0	A	CC1=C(/C=C2S/C(NC\2=O)=N\C3=CC=CC=C3)C=C(C)N1C4=NC=CC=C4	InChI=1S/C21H18N4OS/c1-14-12-16(15(2)25(14)19-10-6-7-11-22-19)13-18-20(26)24-21(27-18)23-17-8-4-3-5-9-17/h3-13H,1-2H3,(H,23,24,26)/b18-13-	WFGBKPBKZGJAHY-AQTBWJFISA-N	OSM S1	OSM-S-51	MMV689021	ZYH18	57515650					
	0.2785			c1ncc2n(c1OC[C@@H](c1cc(c(cc1)F)F)N)c(nn2)c1ccc(cc1)OC(F)F	InChI=1S/C20H15F4N5O2/c21-14-6-3-12(7-15(14)22)16(25)10-30-18-9-26-8-17-27-28-19(29(17)18)11-1-4-13(5-2-11)31-20(23)24/h1-9,16,20H,10,25H2/t16-/m0/s1	BIGCWGPLTSPPFJ-INIZCTEOSA-N	OSM S4		MMV671651							
	0.28	1	A	c1(ccccc1)CCCc1cncc2n1c(nn2)c1ccc(cc1)OC(F)F	InChI=1S/C21H18F2N4O/c22-21(23)28-18-11-9-16(10-12-18)20-26-25-19-14-24-13-17(27(19)20)8-4-7-15-5-2-1-3-6-15/h1-3,5-6,9-14,21H,4,7-8H2	FVXHZUZPPRAVJU-UHFFFAOYSA-N	OSM S4		MMV669304							
	0.28			c1c(ccc(c1F)F)CNC(c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)=O	InChI=1S/C20H13F4N5O2/c21-14-6-1-11(7-15(14)22)8-26-19(30)16-9-25-10-17-27-28-18(29(16)17)12-2-4-13(5-3-12)31-20(23)24/h1-7,9-10,20H,8H2,(H,26,30)	WYPSTIZOCCDRJV-UHFFFAOYSA-N	OSM S4		MMV669543							
	0.281			FC1=C(F)C=CC(CCOC2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N32)=C1	InChI=1S/C20H14F4N4O2/c21-15-6-1-12(9-16(15)22)7-8-29-18-11-25-10-17-26-27-19(28(17)18)13-2-4-14(5-3-13)30-20(23)24/h1-6,9-11,20H,7-8H2	DEEWBVYNQGALDU-UHFFFAOYSA-N	OSM S4	OSM-S-260	MMV675960							
	0.282	0	M	Cc1ccc(cc1)N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccccc5)c6ccccc6)c7ccccc7)c8ccccc8	InChI=1S/C40H29NO3/c1-26-22-24-31(25-23-26)41-36(42)34-35(37(41)43)40(30-20-12-5-13-21-30)33(28-16-8-3-9-17-28)32(27-14-6-2-7-15-27)39(34,38(40)44)29-18-10-4-11-19-29/h2-25,34-35H,1H3	FCLDOLAQOJSJQS-UHFFFAOYSA-N	Mbox		MMV666062			TCMDC-124241				0.868968102
	0.28225			CC(N1C2=CC=C(F)C=C2)=CC(C(OCC(NC(C3=O)=C(N(N3C4=CC=CC=C4)C)C)=O)=O)=C1C	InChI=1S/C26H25FN4O4/c1-16-14-22(17(2)30(16)20-12-10-19(27)11-13-20)26(34)35-15-23(32)28-24-18(3)29(4)31(25(24)33)21-8-6-5-7-9-21/h5-14H,15H2,1-4H3,(H,28,32)	OFHDGHFNTKVFPI-UHFFFAOYSA-N	OSM S1	OSM-S-6		TCMDC123794; CHEMBL533269; PMY11	2369167					
	0.283	0	M	C1(O)(CC(=O)c(ccc(OC)c2)c2O1)C(F)(F)C(F)(F)F	InChI=1S/C12H9F5O4/c1-20-6-2-3-7-8(18)5-10(19,21-9(7)4-6)11(13,14)12(15,16)17/h2-4,19H,5H2,1H3	NQJASZMLBMBHRG-UHFFFAOYSA-N	Mbox		MMV007839			GNF-Pf-3030				0.442
	0.285			N#CC(C=C1)=CC=C1C2=NN=C3N2C(OCC(OC)C4=CC=CC=C4)=CN=C3	InChI=1S/C21H17N5O2/c1-27-18(16-5-3-2-4-6-16)14-28-20-13-23-12-19-24-25-21(26(19)20)17-9-7-15(11-22)8-10-17/h2-10,12-13,18H,14H2,1H3	QAGSTSUWCMAMBB-UHFFFAOYSA-N	OSM S4	OSM-S-265	MMV675948							
	0.293	0	M	OC(CNC1CCCCC1)Cn2c3ccccc3c4ccccc24	InChI=1S/C21H26N2O/c24-17(14-22-16-8-2-1-3-9-16)15-23-20-12-6-4-10-18(20)19-11-5-7-13-21(19)23/h4-7,10-13,16-17,22,24H,1-3,8-9,14-15H2	VKKYZYNAWYQWQN-UHFFFAOYSA-N	Mbox		MMV009063			GNF-Pf-3683;TCMDC-124168				0.483;0.990988709
	0.296	0	M	[n+]1(C)c2c(cccc2)nc(ccc(NCCO)c3)c13	InChI=1S/C15H15N3O/c1-18-14-5-3-2-4-12(14)17-13-7-6-11(10-15(13)18)16-8-9-19/h2-7,10,19H,8-9H2,1H3/p+1	UFFSSWFJZSCGMP-UHFFFAOYSA-O	Mbox		MMV396693			NA				NA
	0.3	0	M	Cc1cc(NCCN2CCCCC2)c3ccc4ccccc4c3n1	InChI=1S/C21H25N3/c1-16-15-20(22-11-14-24-12-5-2-6-13-24)19-10-9-17-7-3-4-8-18(17)21(19)23-16/h3-4,7-10,15H,2,5-6,11-14H2,1H3,(H,22,23)	QITUAKDIBCEXLI-UHFFFAOYSA-N	Mbox		MMV006203			GNF-Pf-4431				0.0441
	0.3036666667			CC(N1C2=CC=C(C(F)(F)F)C=C2)=CC(/C=C(C(N/3C4=CC=CC=C4)=O)\SC3=N/C5=CC=CC=C5)=C1C	InChI=1S/C29H22F3N3OS/c1-19-17-21(20(2)34(19)25-15-13-22(14-16-25)29(30,31)32)18-26-27(36)35(24-11-7-4-8-12-24)28(37-26)33-23-9-5-3-6-10-23/h3-18H,1-2H3/b26-18-,33-28-	SACGGTIRNSKYBF-QVWDHFDZSA-N	OSM S1	OSM-S-52		ZYH19						
	0.304	0	M	C(Cc1c[nH]c2ccccc12)Nc3c4ccccc4nc5ccccc35	InChI=1S/C23H19N3/c1-4-10-20-17(7-1)16(15-25-20)13-14-24-23-18-8-2-5-11-21(18)26-22-12-6-3-9-19(22)23/h1-12,15,25H,13-14H2,(H,24,26)	BBZAEOUKIQSLMH-UHFFFAOYSA-N	Mbox		MMV006513			GNF-Pf-4540				0.086
	0.3045	0	M	Cc1cccc(c1)N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccc6OCOc6c5)c7ccc8OCOc8c7)c9ccccc9)c%10ccccc%10	InChI=1S/C42H29NO7/c1-24-9-8-14-29(19-24)43-38(44)36-37(39(43)45)42(28-12-6-3-7-13-28)35(26-16-18-31-33(21-26)50-23-48-31)34(25-15-17-30-32(20-25)49-22-47-30)41(36,40(42)46)27-10-4-2-5-11-27/h2-21,36-37H,22-23H2,1H3	LBHMIHHQIMMEAI-UHFFFAOYSA-N	Mbox		MMV007228			GNF-Pf-4456				1.073
	0.309			N#CC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4Cl)N32	InChI=1S/C20H14ClN5O/c21-17-4-2-1-3-15(17)9-10-27-19-13-23-12-18-24-25-20(26(18)19)16-7-5-14(11-22)6-8-16/h1-8,12-13H,9-10H2	DQNFHRXLTAOFIL-UHFFFAOYSA-N	OSM S4	OSM-S-189	MMV639725	JU10					99	
	0.309	1	A	c1c(c(c(cc1)C(F)(F)F)Cl)CNC(c1cncc2n1c(nn2)c1ccc(cc1)OC(F)F)=O	InChI=1S/C21H13ClF5N5O2/c22-17-12(2-1-3-14(17)21(25,26)27)8-29-19(33)15-9-28-10-16-30-31-18(32(15)16)11-4-6-13(7-5-11)34-20(23)24/h1-7,9-10,20H,8H2,(H,29,33)	YLYCMIJACQNNRW-UHFFFAOYSA-N	OSM S4		MMV671677							
	0.309			FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(C(NC4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=O)N32	InChI=1S/C21H11F8N5O2/c22-19(23)36-14-3-1-10(2-4-14)17-33-32-16-9-30-8-15(34(16)17)18(35)31-13-6-11(20(24,25)26)5-12(7-13)21(27,28)29/h1-9,19H,(H,31,35)	GCJUFPUQPKTUOT-UHFFFAOYSA-N	OSM S4	OSM-S-206	MMV675719	AEW120					93	
	0.313	0	M	FC(F)(F)c1cccc(Nc2nc3ccccc3nc2Nc4cccc(c4)C(F)(F)F)c1	InChI=1S/C22H14F6N4/c23-21(24,25)13-5-3-7-15(11-13)29-19-20(32-18-10-2-1-9-17(18)31-19)30-16-8-4-6-14(12-16)22(26,27)28/h1-12H,(H,29,31)(H,30,32)	FOQJAGNDQYWIRF-UHFFFAOYSA-N	Mbox		MMV665794			TCMDC-124162				0.137159516
	0.314	0	M	CCOC(=O)c1cnc2c(C)cccc2c1Nc3ccc(cc3)C(=O)C	InChI=1S/C21H20N2O3/c1-4-26-21(25)18-12-22-19-13(2)6-5-7-17(19)20(18)23-16-10-8-15(9-11-16)14(3)24/h5-12H,4H2,1-3H3,(H,22,23)	INBPMTNLYMLYAC-UHFFFAOYSA-N	Mbox		MMV006250			GNF-Pf-5409				0.1187
	0.314275	1	B	OC(C1=CC=CC=C1)COC2=CN=CC3=NN=C(C4=CC=C(OC(F)F)C=C4)N32	InChI=1S/C20H16F2N4O3/c21-20(22)29-15-8-6-14(7-9-15)19-25-24-17-10-23-11-18(26(17)19)28-12-16(27)13-4-2-1-3-5-13/h1-11,16,20,27H,12H2	GEHCMLKWLSBHDX-UHFFFAOYSA-N	OSM S4	OSM-S-279	MMV688896	AEW 236-1; EGT 119-2						
	0.32			c1ncc2n(c1CCCc1cc(c(cc1)F)F)c(nn2)c1ccc(cc1)OC(F)F	InChI=1S/C21H16F4N4O/c22-17-9-4-13(10-18(17)23)2-1-3-15-11-26-12-19-27-28-20(29(15)19)14-5-7-16(8-6-14)30-21(24)25/h4-12,21H,1-3H2	LRAREZHFBCZJIU-UHFFFAOYSA-N	OSM S4		MMV670243							
